X,Y,category,data1,data2
7,9,f,0.6456775146763558,0.7418566066613833
8,9,f,0.8905741332041655,0.02438426886574474
9,9,f,0.39189449474581917,0.43566406599423224
10,9,f,0.21066413424755615,0.6040750781596506
1,10,f,0.10723267004015569,0.20756312600021654
2,10,f,0.9341886269251364,0.8695645741710465
3,10,f,0.29448593792551514,0.1617024751807058
4,10,f,0.8872944242976297,0.09255345504665347
5,10,f,0.012096736709184541,0.25878340216142304
6,10,f,0.26634216134156385,0.9444473313728959
7,10,f,0.4858762080349691,0.026400408690639754
8,10,f,0.27135422404853515,0.12077581838080065
9,10,f,0.25236585444042137,0.2352824121349555
10,10,f,0.9656269833042522,0.8172925432786489
1,1,g,0.2674330482715843,0.3654189319033281
2,1,g,0.5992407552660244,0.977640383525144
3,1,g,0.19219227965820063,0.5725159486391074
4,1,g,0.6072910004472037,0.3250300285432409
5,1,g,0.9219584479428687,0.15113323947110835
6,1,g,0.449490631413745,0.7387437077434172
7,1,g,0.5811306546643178,0.3574781964670579
8,1,g,0.1948490023468078,0.09485436858095442
9,1,g,0.20144095329862288,0.3881290968063028
10,1,g,0.39444787859156594,0.12222800022968427
1,2,g,0.8286044504480337,0.8392355204711768
2,2,g,0.5189377712092147,0.06736271924966353
3,2,g,0.3363756904858566,0.7932114758125147
4,2,g,0.9636573742614835,0.7521578503816686
5,2,g,0.12882742532528835,0.43627624478820715
6,2,g,0.17602389673406882,0.31264246413034646
7,2,g,0.36494535712000076,0.8778519112624212
8,2,g,0.9755110810532807,0.8034242824072231
9,2,g,0.1631033965183466,0.43267284722916666
10,2,g,0.7559394079417728,0.431298902074412
1,3,g,0.3594211448017106,0.6962301680590919
2,3,g,0.341133192574263,0.23489144404992857
3,3,g,0.6364757571371763,0.6325371305013088
4,3,g,0.35396813868180277,0.23145709633565947
5,3,g,0.46434847351575936,0.36850053369187274
6,3,g,0.9402499305949975,0.6123132933898077
7,3,g,0.45070341980240314,0.518861899365373
8,3,g,0.6128278671877869,0.9957267567642085
9,3,g,0.14205461859929158,0.5559366812666336
10,3,g,0.5462404502655233,0.17912437881055632
1,4,g,0.5162098529693471,0.5587377897206561
2,4,g,0.001105883233356364,0.4531080573021137
3,4,g,0.3211776368855934,0.4366033415559367
4,4,g,0.5058497208700221,0.46795105408958004
5,4,g,0.10870797769423768,0.29020908739850304
6,4,g,0.02078346438725831,0.09605997618363282
7,4,g,0.7201674867849552,0.015275258000447711
8,4,g,0.004529689326980724,0.05855344198429291
9,4,g,0.43867582364135826,0.6792587342118646
10,4,g,0.055587043059045604,0.6826176793960738
1,5,g,0.8564479512780622,0.16842800658717982
2,5,g,0.771046056905304,0.3285618358583404
3,5,g,0.5985816780344443,0.9653169790848193
4,5,g,0.9674114390567828,0.2906582710569464
5,5,g,0.509806813308715,0.23400179119433262
6,5,g,0.34063687055964964,0.1903319894922092
7,5,g,0.5371840967477084,0.18428310064106868
8,5,g,0.5394036212429214,0.647632960967121
9,5,g,0.3635300364609634,0.03408213286142503
10,5,g,0.09562353907564791,0.8867064233556883
1,6,g,0.13426815139968384,0.14336874580306969
2,6,g,0.7144519958322945,0.20069419135196653
3,6,g,0.37471837114355133,0.19034973949680611
4,6,g,0.9982374488180045,0.154133375761637
5,6,g,0.2543661562975895,0.694470500125797
6,6,g,0.986808917736756,0.9871905992389958
7,6,g,0.11930157330615743,0.9169152163142491
8,6,g,0.0781542799460303,0.7756187703267535
9,6,g,0.5908376765563735,0.0383546239204845
10,6,g,0.023820975037570302,0.3966455806230694
1,7,g,0.6819739329608371,0.950101542875759
2,7,g,0.5856660755382848,0.06945305885773145
3,7,g,0.16754189178235102,0.19559456871906145
4,7,g,0.8617083745733397,0.34249441395559277
5,7,g,0.821515262175522,0.6306867494555897
6,7,g,0.10137707002992957,0.1903182807767958
7,7,g,0.5014619725629627,0.8101830932796951
8,7,g,0.939389479604331,0.8132099388083748
9,7,g,0.3304111312397372,0.5312192874387585
10,7,g,0.36466385627842945,0.5185111853739556
1,8,g,0.2859430210577718,0.4780966159206951
2,8,g,0.4865593784058114,0.13609660893063058
3,8,g,0.6091657193847534,0.04893699436250021
4,8,g,0.12095508035132307,0.3499599647055769
5,8,g,0.1013045054473739,0.6158155724886973
6,8,g,0.4949860892559791,0.7328451468561806
7,8,g,0.03251311791011868,0.4946509278210689
8,8,g,0.8887214276222068,0.1081708547249407
9,8,g,0.04968898565123958,0.5434432021282307
10,8,g,0.15638847198415817,0.5333075324096583
1,9,g,0.9678240982399011,0.18914844518641094
2,9,g,0.16251644141221333,0.873316175284707
3,9,g,0.6875688298491276,0.0757507512052551
4,9,g,0.43428570560316493,0.5982027559581095
5,9,g,0.7434074380829937,0.5485840785479934
6,9,g,0.2915551190121144,0.14858020777753989
7,9,g,0.6456775146763558,0.7473206789389204
8,9,g,0.8905741332041655,0.26666883356610116
9,9,g,0.39189449474581917,0.37565376121060223
10,9,g,0.21066413424755615,0.5618074496659666
1,10,g,0.10723267004015569,0.3102440065134986
2,10,g,0.9341886269251364,0.3341041532055762
3,10,g,0.29448593792551514,0.95793747347065
4,10,g,0.8872944242976297,0.7779309600955401
5,10,g,0.012096736709184541,0.11667983929614878
6,10,g,0.26634216134156385,0.3222268889422344
7,10,g,0.4858762080349691,0.8135923220332585
8,10,g,0.27135422404853515,0.7760684276114193
9,10,g,0.25236585444042137,0.6197837298133372
10,10,g,0.9656269833042522,0.10503592442927911
1,1,h,0.2674330482715843,0.7928387297563121
2,1,h,0.5992407552660244,0.33424875438041046
3,1,h,0.19219227965820063,0.04240642486184121
4,1,h,0.6072910004472037,0.5144582265340514
5,1,h,0.9219584479428687,0.5539321946399434
6,1,h,0.449490631413745,0.644019955660467
7,1,h,0.5811306546643178,0.5578116522890106
8,1,h,0.1948490023468078,0.3757502121508648
9,1,h,0.20144095329862288,0.8917773109964345
10,1,h,0.39444787859156594,0.8521940169123133
1,2,h,0.8286044504480337,0.5558792313231742
2,2,h,0.5189377712092147,0.6553578780813073
3,2,h,0.3363756904858566,0.4070260370127188
4,2,h,0.9636573742614835,0.17952751308988601
5,2,h,0.12882742532528835,0.10867001621659444
6,2,h,0.17602389673406882,0.25575050560764634
7,2,h,0.36494535712000076,0.1587475831136722
8,2,h,0.9755110810532807,0.6486467580303078
9,2,h,0.1631033965183466,0.5591017605826092
10,2,h,0.7559394079417728,0.8650601556478359
1,3,h,0.3594211448017106,0.5496447949661608
2,3,h,0.341133192574263,0.8409085202034967
3,3,h,0.6364757571371763,0.049547383092723774
4,3,h,0.35396813868180277,0.48061002112539997
5,3,h,0.46434847351575936,0.65639810325693
6,3,h,0.9402499305949975,0.7415687415490623
7,3,h,0.45070341980240314,0.8895119902683564
8,3,h,0.6128278671877869,0.3706159843444976
9,3,h,0.14205461859929158,0.5604824425995383
10,3,h,0.5462404502655233,0.3919891639401245
1,4,h,0.5162098529693471,0.7077402458033515
2,4,h,0.001105883233356364,0.07083877565251118
3,4,h,0.3211776368855934,0.7706290513325286
4,4,h,0.5058497208700221,0.8524389725252468
5,4,h,0.10870797769423768,0.539948948065077
6,4,h,0.02078346438725831,0.7871007407700683
7,4,h,0.7201674867849552,0.3963141355098797
8,4,h,0.004529689326980724,0.8332872659233174
9,4,h,0.43867582364135826,0.7259226245349281
10,4,h,0.055587043059045604,0.634500874919634
1,5,h,0.8564479512780622,0.6390577375604832
2,5,h,0.771046056905304,0.9066354971236883
3,5,h,0.5985816780344443,0.6439487659308643
4,5,h,0.9674114390567828,0.5121718673006168
5,5,h,0.509806813308715,0.9185888481043957
6,5,h,0.34063687055964964,0.7581075580284816
7,5,h,0.5371840967477084,0.41553614919984294
8,5,h,0.5394036212429214,0.41363279071309766
9,5,h,0.3635300364609634,0.2314871797079664
10,5,h,0.09562353907564791,0.3453893699036227
1,6,h,0.13426815139968384,0.190589457650288
2,6,h,0.7144519958322945,0.6349176142911825
3,6,h,0.37471837114355133,0.06541109172337745
4,6,h,0.9982374488180045,0.19420382550752624
5,6,h,0.2543661562975895,0.8905617559725192
6,6,h,0.986808917736756,0.10485377590742706
7,6,h,0.11930157330615743,0.2383527872284973
8,6,h,0.0781542799460303,0.9368781884394979
9,6,h,0.5908376765563735,0.20136718755590566
10,6,h,0.023820975037570302,0.9113905716377255
1,7,h,0.6819739329608371,0.07617522400954035
2,7,h,0.5856660755382848,0.43032527689453304
3,7,h,0.16754189178235102,0.46592508584123715
4,7,h,0.8617083745733397,0.5092462860457346
5,7,h,0.821515262175522,0.3046285686265051
6,7,h,0.10137707002992957,0.3193805882039289
7,7,h,0.5014619725629627,0.6646497946789044
8,7,h,0.939389479604331,0.8105763545504413
9,7,h,0.3304111312397372,0.542239441528562
10,7,h,0.36466385627842945,0.6326656299510464
1,8,h,0.2859430210577718,0.6485415561160406
2,8,h,0.4865593784058114,0.3330187467481701
3,8,h,0.6091657193847534,0.23936386245270835
4,8,h,0.12095508035132307,0.24723195582906965
5,8,h,0.1013045054473739,0.32538692678069203
6,8,h,0.4949860892559791,0.9056381130015511
7,8,h,0.03251311791011868,0.6884987125362254
8,8,h,0.8887214276222068,0.1667642173703351
9,8,h,0.04968898565123958,0.7852605397707533
10,8,h,0.15638847198415817,0.960684686055218
1,9,h,0.9678240982399011,0.3558090547242838
2,9,h,0.16251644141221333,0.1256150972898743
3,9,h,0.6875688298491276,0.4163707650935219
4,9,h,0.43428570560316493,0.6507351696594076
5,9,h,0.7434074380829937,0.7461439591383212
6,9,h,0.2915551190121144,0.931309548785762
7,9,h,0.6456775146763558,0.3132640021433809
8,9,h,0.8905741332041655,0.9544851313653884
9,9,h,0.39189449474581917,0.369404640869724
10,9,h,0.21066413424755615,0.2039161450340663
1,10,h,0.10723267004015569,0.1271674260656307
2,10,h,0.9341886269251364,0.9850546489568941
3,10,h,0.29448593792551514,0.18016255314209972
4,10,h,0.8872944242976297,0.5931061940659711
5,10,h,0.012096736709184541,0.9349178774500934
6,10,h,0.26634216134156385,0.672221418176922
7,10,h,0.4858762080349691,0.6136487547417058
8,10,h,0.27135422404853515,0.7737822314571623
9,10,h,0.25236585444042137,0.00144204566141648
10,10,h,0.9656269833042522,0.6718310129894096
1,1,i,0.2674330482715843,0.6433033558624216
2,1,i,0.5992407552660244,0.6707578943476558
3,1,i,0.19219227965820063,0.6058643037345064
4,1,i,0.6072910004472037,0.37787259709503085
5,1,i,0.9219584479428687,0.24003916305826611
6,1,i,0.449490631413745,0.5335406844620987
7,1,i,0.5811306546643178,0.8742525500185949
8,1,i,0.1948490023468078,0.6010282349957488
9,1,i,0.20144095329862288,0.47066962119990097
10,1,i,0.39444787859156594,0.8157655329467768
1,2,i,0.8286044504480337,0.09024828604160284
2,2,i,0.5189377712092147,0.438522825674591
3,2,i,0.3363756904858566,0.6795105697669725
4,2,i,0.9636573742614835,0.14582891261508102
5,2,i,0.12882742532528835,0.749153291453323
6,2,i,0.17602389673406882,0.7676706366081801
7,2,i,0.36494535712000076,0.7007574653256144
8,2,i,0.9755110810532807,0.8913417828320626
9,2,i,0.1631033965183466,0.9364821108943024
10,2,i,0.7559394079417728,0.5638036195772222
1,3,i,0.3594211448017106,0.8651629712427341
2,3,i,0.341133192574263,0.23158294087206066
3,3,i,0.6364757571371763,0.37311155959922715
4,3,i,0.35396813868180277,0.057807892787688275
5,3,i,0.46434847351575936,0.2745847839673148
6,3,i,0.9402499305949975,0.836402183472414
7,3,i,0.45070341980240314,0.7028017313751547
8,3,i,0.6128278671877869,0.4286950925201902
9,3,i,0.14205461859929158,0.5288719885987845
10,3,i,0.5462404502655233,0.5119771253853751
1,4,i,0.5162098529693471,0.960546191758823
2,4,i,0.001105883233356364,0.8630042728158553
3,4,i,0.3211776368855934,0.6206625377069069
4,4,i,0.5058497208700221,0.5028772323947325
5,4,i,0.10870797769423768,0.012739688551638872
6,4,i,0.02078346438725831,0.20349926536038776
7,4,i,0.7201674867849552,0.959884233961875
8,4,i,0.004529689326980724,0.834240589903223
9,4,i,0.43867582364135826,0.1288628282486317
10,4,i,0.055587043059045604,0.16008904824080483
1,5,i,0.8564479512780622,0.5353374905076179
2,5,i,0.771046056905304,0.9131081479949928
3,5,i,0.5985816780344443,0.5204234948131794
4,5,i,0.9674114390567828,0.36717339222558454
5,5,i,0.509806813308715,0.27962498126374835
6,5,i,0.34063687055964964,0.6474156644582282
7,5,i,0.5371840967477084,0.4108858768658963
8,5,i,0.5394036212429214,0.06714687508575301
9,5,i,0.3635300364609634,0.3432764109066596
10,5,i,0.09562353907564791,0.38708801572436224
1,6,i,0.13426815139968384,0.04121980374206968
2,6,i,0.7144519958322945,0.4121420233397033
3,6,i,0.37471837114355133,0.9286766964731931
4,6,i,0.9982374488180045,0.3109065251943002
5,6,i,0.2543661562975895,0.7852653104709665
6,6,i,0.986808917736756,0.7314047328616019
7,6,i,0.11930157330615743,0.8054540421346419
8,6,i,0.0781542799460303,0.11071788485858602
9,6,i,0.5908376765563735,0.08882556652572238
10,6,i,0.023820975037570302,0.8635709182744896
1,7,i,0.6819739329608371,0.8473519487459698
2,7,i,0.5856660755382848,0.09083933959278667
3,7,i,0.16754189178235102,0.15169914416321917
4,7,i,0.8617083745733397,0.9898663088348516
5,7,i,0.821515262175522,0.4374774708983752
6,7,i,0.10137707002992957,0.27353910497040224
7,7,i,0.5014619725629627,0.3996689036687078
8,7,i,0.939389479604331,0.6896574350288054
9,7,i,0.3304111312397372,0.020491648283457065
10,7,i,0.36466385627842945,0.6269784704879741
1,8,i,0.2859430210577718,0.17741854163142845
2,8,i,0.4865593784058114,0.6933305895455169
3,8,i,0.6091657193847534,0.09887927436243393
4,8,i,0.12095508035132307,0.5960195276717012
5,8,i,0.1013045054473739,0.10081116132124313
6,8,i,0.4949860892559791,0.6307686579771409
7,8,i,0.03251311791011868,0.6739943878811355
8,8,i,0.8887214276222068,0.10583413474041059
9,8,i,0.04968898565123958,0.9524037523855874
10,8,i,0.15638847198415817,0.6613175668591132
1,9,i,0.9678240982399011,0.6885178574726765
2,9,i,0.16251644141221333,0.005602617004723309
3,9,i,0.6875688298491276,0.5462845976498152
4,9,i,0.43428570560316493,0.8479941413484307
5,9,i,0.7434074380829937,0.17704198830279727
6,9,i,0.2915551190121144,0.9854348432811307
7,9,i,0.6456775146763558,0.6267904177602459
8,9,i,0.8905741332041655,0.05482296240657658
9,9,i,0.39189449474581917,0.3900875314274518
10,9,i,0.21066413424755615,0.014971639159123917
1,10,i,0.10723267004015569,0.9794905247010234
2,10,i,0.9341886269251364,0.6342777179705141
3,10,i,0.29448593792551514,0.4036330890046923
4,10,i,0.8872944242976297,0.667721621751744
5,10,i,0.012096736709184541,0.5907811098535649
6,10,i,0.26634216134156385,0.7399903203055319
7,10,i,0.4858762080349691,0.00864829411477519
8,10,i,0.27135422404853515,0.7010079705214295
9,10,i,0.25236585444042137,0.4339122355124603
10,10,i,0.9656269833042522,0.3019271685242483
1,1,j,0.2674330482715843,0.006656559108000559
2,1,j,0.5992407552660244,0.6930888813795548
3,1,j,0.19219227965820063,0.7479526699253024
4,1,j,0.6072910004472037,0.5751096653932886
5,1,j,0.9219584479428687,0.022376776471184967
6,1,j,0.449490631413745,0.9745293812702316
7,1,j,0.5811306546643178,0.048769847341569306
8,1,j,0.1948490023468078,0.8047617816484818
9,1,j,0.20144095329862288,0.5957840640694105
10,1,j,0.39444787859156594,0.7081328444296848
1,2,j,0.8286044504480337,0.09843512390726306
2,2,j,0.5189377712092147,0.25950153148092525
3,2,j,0.3363756904858566,0.3745609499766821
4,2,j,0.9636573742614835,0.23790370363517988
5,2,j,0.12882742532528835,0.1868677231722886
6,2,j,0.17602389673406882,0.15006769764236239
7,2,j,0.36494535712000076,0.989402497230428
8,2,j,0.9755110810532807,0.28620647418486966
9,2,j,0.1631033965183466,0.4662377390680301
10,2,j,0.7559394079417728,0.4994008828908457
1,3,j,0.3594211448017106,0.017097695125417922
2,3,j,0.341133192574263,0.11317766419081332
3,3,j,0.6364757571371763,0.5693542548200594
4,3,j,0.35396813868180277,0.6645789077774276
5,3,j,0.46434847351575936,0.9244318093024205
6,3,j,0.9402499305949975,0.9753995742463372
7,3,j,0.45070341980240314,0.11428611235226682
8,3,j,0.6128278671877869,0.895691226650229
9,3,j,0.14205461859929158,0.29768253261378086
10,3,j,0.5462404502655233,0.5261409992888123
1,4,j,0.5162098529693471,0.3286637826268376
2,4,j,0.001105883233356364,0.9571759301540052
3,4,j,0.3211776368855934,0.377117651136577
4,4,j,0.5058497208700221,0.05577091225972297
5,4,j,0.10870797769423768,0.24846149028424014
6,4,j,0.02078346438725831,0.46091524969629916
7,4,j,0.7201674867849552,0.8769719180590171
8,4,j,0.004529689326980724,0.4395600936161096
9,4,j,0.43867582364135826,0.8967675460941853
10,4,j,0.055587043059045604,0.24679841815453119
1,5,j,0.8564479512780622,0.7767327036624984
2,5,j,0.771046056905304,0.3049012569550229
3,5,j,0.5985816780344443,0.3587182088435015
4,5,j,0.9674114390567828,0.8393028752581972
5,5,j,0.509806813308715,0.6764618725062207
6,5,j,0.34063687055964964,0.8126868116432356
7,5,j,0.5371840967477084,0.9120561755611485
8,5,j,0.5394036212429214,0.7377786493512478
9,5,j,0.3635300364609634,0.27992326656205946
10,5,j,0.09562353907564791,0.565821298015128
1,6,j,0.13426815139968384,0.9976678182064013
2,6,j,0.7144519958322945,0.5233787053251302
3,6,j,0.37471837114355133,0.3853138361338807
4,6,j,0.9982374488180045,0.49515927373093194
5,6,j,0.2543661562975895,0.7254242447855624
6,6,j,0.986808917736756,0.2140641512044933
7,6,j,0.11930157330615743,0.20153939174275726
8,6,j,0.0781542799460303,0.7982808585576482
9,6,j,0.5908376765563735,0.4013952172388755
10,6,j,0.023820975037570302,0.8827848247143758
1,7,j,0.6819739329608371,0.7481922195548659
2,7,j,0.5856660755382848,0.07050568518453859
3,7,j,0.16754189178235102,0.39598205805400666
4,7,j,0.8617083745733397,0.2627641541079344
5,7,j,0.821515262175522,0.9289871025146058
6,7,j,0.10137707002992957,0.15108580097369395
7,7,j,0.5014619725629627,0.46502045054725005
8,7,j,0.939389479604331,0.580994531171474
9,7,j,0.3304111312397372,0.17678804560742212
10,7,j,0.36466385627842945,0.8043511582946741
1,8,j,0.2859430210577718,0.4353665056097874
2,8,j,0.4865593784058114,0.9756268482375395
3,8,j,0.6091657193847534,0.6805687668436233
4,8,j,0.12095508035132307,0.6831774391638569
5,8,j,0.1013045054473739,0.16925186506576417
6,8,j,0.4949860892559791,0.20907138215335297
7,8,j,0.03251311791011868,0.27050189083130927
8,8,j,0.8887214276222068,0.13223471046284674
9,8,j,0.04968898565123958,0.18286628095336122
10,8,j,0.15638847198415817,0.09384669312722194
1,9,j,0.9678240982399011,0.8281611381416719
2,9,j,0.16251644141221333,0.382109816609977
3,9,j,0.6875688298491276,0.9759382735528521
4,9,j,0.43428570560316493,0.9014487872072743
5,9,j,0.7434074380829937,0.13844647346705086
6,9,j,0.2915551190121144,0.6709537353450328
7,9,j,0.6456775146763558,0.8213748735847196
8,9,j,0.8905741332041655,0.7350529271143934
9,9,j,0.39189449474581917,0.39959176046636646
10,9,j,0.21066413424755615,0.264075521146825
1,10,j,0.10723267004015569,0.4506925724906753
2,10,j,0.9341886269251364,0.5985251847493651
3,10,j,0.29448593792551514,0.6304896993048891
4,10,j,0.8872944242976297,0.8834165903981289
5,10,j,0.012096736709184541,0.745545892159113
6,10,j,0.26634216134156385,0.41588246156132824
7,10,j,0.4858762080349691,0.07194882096123867
8,10,j,0.27135422404853515,0.9989686993263351
9,10,j,0.25236585444042137,0.8664487755743536
10,10,j,0.9656269833042522,0.09842619688316367
1,1,k,0.2674330482715843,0.5131513649185566
2,1,k,0.5992407552660244,0.485475245516662
3,1,k,0.19219227965820063,0.02407635264579
4,1,k,0.6072910004472037,0.17540633768127156
5,1,k,0.9219584479428687,0.11337224750211694
6,1,k,0.449490631413745,0.20175557971905989
7,1,k,0.5811306546643178,0.1931763596528301
8,1,k,0.1948490023468078,0.0972458112897604
9,1,k,0.20144095329862288,0.2135485967875953
10,1,k,0.39444787859156594,0.05413936904243055
1,2,k,0.8286044504480337,0.9495606391531688
2,2,k,0.5189377712092147,0.5279575168251874
3,2,k,0.3363756904858566,0.18148453302486867
4,2,k,0.9636573742614835,0.12804592203231913
5,2,k,0.12882742532528835,0.38878365552810357
6,2,k,0.17602389673406882,0.05109727083598281
7,2,k,0.36494535712000076,0.06942714137355177
8,2,k,0.9755110810532807,0.9487077445735151
9,2,k,0.1631033965183466,0.4646737132545916
10,2,k,0.7559394079417728,0.6551302064305095
1,3,k,0.3594211448017106,0.13031003296553034
2,3,k,0.341133192574263,0.09870895416932335
3,3,k,0.6364757571371763,0.39769243778440067
4,3,k,0.35396813868180277,0.8863494959734166
5,3,k,0.46434847351575936,0.1935392608537414
6,3,k,0.9402499305949975,0.7132009567936383
7,3,k,0.45070341980240314,0.006592895976324842
8,3,k,0.6128278671877869,0.41960987399879945
9,3,k,0.14205461859929158,0.4230394731579076
10,3,k,0.5462404502655233,0.3700976621181241
1,4,k,0.5162098529693471,0.7607123386980418
2,4,k,0.001105883233356364,0.4916829878361977
3,4,k,0.3211776368855934,0.3730751020959582
4,4,k,0.5058497208700221,0.8882000343020965
5,4,k,0.10870797769423768,0.8611107614950924
6,4,k,0.02078346438725831,0.13259333904431936
7,4,k,0.7201674867849552,0.9877348580220484
8,4,k,0.004529689326980724,0.5185031581473986
9,4,k,0.43867582364135826,0.22427334517008746
10,4,k,0.055587043059045604,0.9158407409502446
1,5,k,0.8564479512780622,0.6018960437911532
2,5,k,0.771046056905304,0.5231390848061723
3,5,k,0.5985816780344443,0.07668738574294376
4,5,k,0.9674114390567828,0.7239874515354576
5,5,k,0.509806813308715,0.8561622174984012
6,5,k,0.34063687055964964,0.47996116980531
7,5,k,0.5371840967477084,0.14164366892724534
8,5,k,0.5394036212429214,0.49921353315974515
9,5,k,0.3635300364609634,0.9588431383791218
10,5,k,0.09562353907564791,0.1939027804853627
1,6,k,0.13426815139968384,0.7713493265684994
2,6,k,0.7144519958322945,0.2681525182365634
3,6,k,0.37471837114355133,0.7056329392047321
4,6,k,0.9982374488180045,0.6473247052396258
5,6,k,0.2543661562975895,0.754623780430724
6,6,k,0.986808917736756,0.16096240008286766
7,6,k,0.11930157330615743,0.43041097609083123
8,6,k,0.0781542799460303,0.7831739039963206
9,6,k,0.5908376765563735,0.7976551827971099
10,6,k,0.023820975037570302,0.6429567030131473
1,7,k,0.6819739329608371,0.9596657718797988
2,7,k,0.5856660755382848,0.9670784198616695
3,7,k,0.16754189178235102,0.42269215371614377
4,7,k,0.8617083745733397,0.30855352500566924
5,7,k,0.821515262175522,0.6293164626632575
6,7,k,0.10137707002992957,0.029841404176837005
7,7,k,0.5014619725629627,0.9309865232987743
8,7,k,0.939389479604331,0.6966506059305768
9,7,k,0.3304111312397372,0.43311750297839835
10,7,k,0.36466385627842945,0.7728880437134301
1,8,k,0.2859430210577718,0.41277492892216816
2,8,k,0.4865593784058114,0.08135238219280239
3,8,k,0.6091657193847534,0.7006531821911443
4,8,k,0.12095508035132307,0.8915362205821095
5,8,k,0.1013045054473739,0.6195637373181475
6,8,k,0.4949860892559791,0.25169910330223844
7,8,k,0.03251311791011868,0.3318116480326003
8,8,k,0.8887214276222068,0.24732560755094712
9,8,k,0.04968898565123958,0.9768932089737922
10,8,k,0.15638847198415817,0.07941553324512085
1,9,k,0.9678240982399011,0.8696980683976249
2,9,k,0.16251644141221333,0.7762019849504684
3,9,k,0.6875688298491276,0.9134999300652449
4,9,k,0.43428570560316493,0.6219539297707164
5,9,k,0.7434074380829937,0.7462357938198596
6,9,k,0.2915551190121144,0.5601131252618254
7,9,k,0.6456775146763558,0.7103182655023546
8,9,k,0.8905741332041655,0.2878185247755931
9,9,k,0.39189449474581917,0.29596937531088174
10,9,k,0.21066413424755615,0.9359573471058187
1,10,k,0.10723267004015569,0.8624452207523802
2,10,k,0.9341886269251364,0.17216057684827035
3,10,k,0.29448593792551514,0.27639950045285366
4,10,k,0.8872944242976297,0.202714217416881
5,10,k,0.012096736709184541,0.016147912737804804
6,10,k,0.26634216134156385,0.9738136407051947
7,10,k,0.4858762080349691,0.12857278736283706
8,10,k,0.27135422404853515,0.39160832976866944
9,10,k,0.25236585444042137,0.126380028386455
10,10,k,0.9656269833042522,0.4299926191607193
1,1,l,0.2674330482715843,0.4436765089507262
2,1,l,0.5992407552660244,0.5944584288968925
3,1,l,0.19219227965820063,0.74112517733171
4,1,l,0.6072910004472037,0.7300955971722891
5,1,l,0.9219584479428687,0.058113886830530426
6,1,l,0.449490631413745,0.5859956250398998
7,1,l,0.5811306546643178,0.2742728191707854
8,1,l,0.1948490023468078,0.48493311437120135
9,1,l,0.20144095329862288,0.6307435191915195
10,1,l,0.39444787859156594,0.032957728826087496
1,2,l,0.8286044504480337,0.9114581024013119
2,2,l,0.5189377712092147,0.21634944028326286
3,2,l,0.3363756904858566,0.5416829877072803
4,2,l,0.9636573742614835,0.9449344773799326
5,2,l,0.12882742532528835,0.6403794163817127
6,2,l,0.17602389673406882,0.2798013033228792
7,2,l,0.36494535712000076,0.09335809960845554
8,2,l,0.9755110810532807,0.8860815869941053
9,2,l,0.1631033965183466,0.3572471512438852
10,2,l,0.7559394079417728,0.9701373998664956
1,3,l,0.3594211448017106,0.8364088883955137
2,3,l,0.341133192574263,0.8146868906686786
3,3,l,0.6364757571371763,0.5408257908776298
4,3,l,0.35396813868180277,0.9946057022311496
5,3,l,0.46434847351575936,0.35307002942664056
6,3,l,0.9402499305949975,0.6617346565469104
7,3,l,0.45070341980240314,0.4196449509984205
8,3,l,0.6128278671877869,0.9575897731167844
9,3,l,0.14205461859929158,0.2639084494178484
10,3,l,0.5462404502655233,0.1655378258014848
1,4,l,0.5162098529693471,0.9498133843668763
2,4,l,0.001105883233356364,0.5092310590175929
3,4,l,0.3211776368855934,0.03713207154367637
4,4,l,0.5058497208700221,0.026753202749576155
5,4,l,0.10870797769423768,0.6669397471404089
6,4,l,0.02078346438725831,0.20652595635367077
7,4,l,0.7201674867849552,0.8713236113162914
8,4,l,0.004529689326980724,0.8395143488674822
9,4,l,0.43867582364135826,0.8555674445045397
10,4,l,0.055587043059045604,0.09152981184147368
1,5,l,0.8564479512780622,0.4819892313683033
2,5,l,0.771046056905304,0.43666079327701635
3,5,l,0.5985816780344443,0.7968305000341354
4,5,l,0.9674114390567828,0.062227345355041486
5,5,l,0.509806813308715,0.8605087130931854
6,5,l,0.34063687055964964,0.3138354260161962
7,5,l,0.5371840967477084,0.7249719513777437
8,5,l,0.5394036212429214,0.22687643892961673
9,5,l,0.3635300364609634,0.2408384390131988
10,5,l,0.09562353907564791,0.5914037007970133
1,6,l,0.13426815139968384,0.27050681915261
2,6,l,0.7144519958322945,0.8395287965504594
3,6,l,0.37471837114355133,0.4013187471592745
4,6,l,0.9982374488180045,0.0018918727240914146
5,6,l,0.2543661562975895,0.17207119761710454
6,6,l,0.986808917736756,0.12277281188963951
7,6,l,0.11930157330615743,0.05909506863988245
8,6,l,0.0781542799460303,0.7188086161977012
9,6,l,0.5908376765563735,0.7523379654086007
10,6,l,0.023820975037570302,0.6167259461657474
1,7,l,0.6819739329608371,0.9438314535050507
2,7,l,0.5856660755382848,0.3933430089570229
3,7,l,0.16754189178235102,0.32808942791424245
4,7,l,0.8617083745733397,0.5551020955560156
5,7,l,0.821515262175522,0.33797140578843676
6,7,l,0.10137707002992957,0.7508954227221535
7,7,l,0.5014619725629627,0.2261546245865106
8,7,l,0.939389479604331,0.6058092315797668
9,7,l,0.3304111312397372,0.951562673295934
10,7,l,0.36466385627842945,0.7963196905015496
1,8,l,0.2859430210577718,0.04265474095837585
2,8,l,0.4865593784058114,0.4173525267079322
